Title,Company,Location,Pay,Description
['Senior Data Analyst'],['American Express'],['Sydney'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Role Overview</strong></p> <p>The International Corporate Finance (LFO) team works provides a broad spectrum of financial and portfolio analysis to support product and investment decisions for the International Corporate business. The level of exposure and insights to business challenges and opportunities is high and often demanding; requiring someone who strives to collaborate, challenge and influence business partners and provide analytical and value-add recommendations that have a real impact on business decisions, long-range strategy and overall company performance.</p> <p>The Senior Data Analyst\xa0is a new role that will be responsible for:</p> <ul> <li>Extracting, manipulating and analysing complex business, customer, product and financial information from multiple data sources including the Enterprise Data Warehouse, financial reporting systems and others.</li> <li> <p>Developing advanced analytical models utilising statistical, predictive modelling, or machine learning tools and techniques</p> </li> <li> <p>Deriving actionable business insights and recommendations and communicating these in a clear and concise manner to internal partners</p> </li> <li> <p>Providing decision support on key initiatives such as investment optimisation, deals, partnerships, acquisitions, development of new products and other types of business development initiatives</p> </li> <li> <p>Providing sound financial guidance aligned to the company objectives in a time sensitive and consistent manner</p> </li> <li> <p>Deliver portfolio management insights that are driven by advanced analytics and data management</p> </li> <li> <p>Building automated dashboards and reports utilising Tableau or other reporting solutions</p> </li> <li> <p>Working across the broader the Finance Organisation to ensure implementation of the Finance Transformation initiative (reporting, planning, forecasting, etc.) to strengthen processes and tools and bring efficiencies to the organisation</p> </li></ul> <p><strong>Skills / Experience</strong></p> <ul> <li>Advanced data and analytical skills; with\xa0experience with data management and/or advanced analytics</li> <li>Strong attention to detail; an analytical mind and inclination for problem-solving</li> <li>Strong expertise with SQL and SAS (EG, e-miner); ability to understand and query relational databases.</li> <li>Experience with big data environments (Hadoop and Hive)</li> <li>Prior experience with predictive modelling and machine learning tools and techniques is required</li> <li>Expertise with Python (preferred) or R coding and data science projects</li> <li>Strong collaboration and relationship building skills</li> <li>Commercial acumen and verbal and written communication skills; experience synthesizing and communicating complex concepts, opportunities, recommendations and strategy to Sr. Leadership</li> <li>Strong financial analysis and modelling skills, with proven ability to drive analytical output aimed at identifying trends, developing key insights and required decisions for senior management</li> <li>Proven ability to manage multiple projects end-to-end, from ideation to delivery, with an innovative mindset to challenge the status quo</li> <li>Undergraduate degree in a quantitative field (e.g. Finance / Engineering / Economics / Computer Science / Statistics) is essential.</li> <li>Microsoft Office (advanced Excel, Power Point)</li></ul> <p>Desired:</p> <ul> <li>GitHub / Kaggle experience would be an advantage – please provide user ID</li> <li>Experience with data visualisation tools (Tableau / Power BI / Shiny)</li> <li>Experience with financial reporting systems (Essbase, TM1) would be an advantage</li> <li>Experience with JSON / XML / REST APIs</li> <li>Experience with Salesforce data structures and querying</li></ul> <p><strong>Why American Express?</strong><br><br>There’s a difference between having a job and making a difference.<br><br>American Express has been making a difference in people’s lives for over 160 years, backing them in moments big and small, granting access, tools, and resources to take on their biggest challenges and reap the greatest rewards.<br><br>We’ve also made a difference in the lives of our people, providing a culture of learning and collaboration, and helping them with what they need to succeed and thrive. We have their backs as they grow their skills, conquer new challenges, or even take time to spend with their family or community. And when they’re ready to take on a new career path, we’re right there with them, giving them the guidance and momentum into the best future they envision.<br><br>Because we believe that the best way to back our customers is to back our people.<br><br>The powerful backing of American Express.<br>Don’t make a difference without it.<br>Don’t live life without it.</p> <p>Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.</p></div>']"
['Senior Data Scientist - Fintech'],['MCS Consulting'],['Sydney'],['Extremely generous package'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p>Ready to step up, take the lead and become a superstar?</p><p>This company is growing rapidly and need more than just a data scientist to take their activities to the next level. They need a <strong>data craftsman</strong> with significant experience and the capability of becoming a thought leader in this field.</p><p>An extremely successful fintech they are looking for someone to join them on the journey to unicorn status.\xa0</p><p>Your role will focus on fraud detection and prevention, and you will have the creative freedom to use any tools or techniques you deem necessary to achieve this goal.\xa0</p><p>You will also have the soft skills and leadership capability to work with the rest of the company and senior management. Their extremely flat structure means no company politics will get in the way of you doing trying new ideas, iterating, researching in order to deal with an ever-changing problem.</p><p>\xa0</p><p>About you:</p><ul> <li>Significant prior experience in Data Science and/or Mathematics</li> <li>Thorough understanding of data analysis, feature engineering and variable selection</li> <li>Working knowledge of machine learning techniques for pattern recognition/anomaly detection</li> <li>PhD or Masters in a related field</li> <li>Prior leadership experience</li></ul><p>Ideally:</p><ul> <li>An interest in the finance sector</li> <li>Able to own a problem and give guidance to decision-makers</li></ul><p>In return:</p><ul> <li>Extremely generous package</li> <li>Flat company structure</li> <li>Choice of tools</li> <li>Beautiful, spacious offices</li> <li>Company dog!</li></ul><div> Anton Marinov <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:02%209481%208888"">02 9481 8888</a> <br>  <br>www.mcs-consulting.com.au <br>  <br> We are more than happy to discuss career aspirations.\xa0 \xa0 \xa0 <br>At MCS we are here to help, not just recruit</div><p>\xa0</p></div>']"
['Technical Data Analyst'],['Xpand Group Pty Ltd'],['Sydney'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><strong>Position:</strong> Technical Data Analyst \xa0<br> <strong>Location:</strong> Sydney<br> <strong>Duration:</strong> Permanent<br>\xa0\xa0<br>This leading global, low latency trading firm is looking for a creative, innovative Technical Analyst to join their established quant team. To be successful in this environment, you should be an energetic, enthusiastic individual, who has strong attention to detail, and experience with a wide range of technologies found within financial services environments.<br>\xa0\xa0<br> <strong>Responsibilities:</strong><br> <ul> <li>Assist the Quantitative Analysis team to automate systems and process data.</li> <li>Assist the Development and Infrastructure Teams in Analysis of Trading and related Hardware and Software systems.</li> </ul> <strong>What you will bring to the party:\xa0</strong><br> <ul> <li>Bachelor-level degree in computer science, computer engineering, electrical engineering, or equivalent</li> <li>Up to 3 years’ total work experience in a technical environment with exposure to a wide range of technologies</li> <li>Good Python and Linux shell scripting required</li> <li>Strong problem solving</li> <li>Experience within the finance or comparable industry is preferred, but not essential</li> </ul> If you are currently living in Australia, with full work rights and the experience to succeed in this environment HIT APPLY today.</div>']"
['Business Analyst'],['Dimension Data'],['Sydney'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Do you believe you can do anything? Then we’re here to help you do it.</strong><br><strong>\xa0</strong><br><strong>If you have a desire to succeed and drive your own career, Dimension Data offers you the opportunity to make that happen.</strong><br><strong>\xa0</strong><br>We’re positioned to lead the change in the biggest transformation that the IT industry has seen in decades — and we need your talent, skill, and ambitious ideas. As a Global Top Employer to over 31,000 great people in more than 57 countries, you’ll be working with talented teams across the world. You’ll be doing great things for our clients and helping them achieve their business ambitions.\xa0<strong><br></strong><br><strong>We are seeking a Business Analyst\xa0to augment our Financial Services\xa0client’s project to assist with documenting business, technical and business processes as part of a data modernisation program of works.\xa0Joining us on an initial 6 month\xa0contract and based in Sydney CBD\xa0you’ll be required to partner with key stakeholders to understand the business, map and document process and system impacts.\xa0</strong><br>\xa0<br><strong>What we expect you to do:</strong></p>\n<ul>\n<li>Analyse and document ""as-is"" and ""to-be"" processes</li>\n<li>Understand and document business change and business impact</li>\n<li>Provide feedback to the design and development teams</li>\n<li>Support UAT and testing activities</li>\n</ul>\n<p><strong>To secure and succeed in this contract, you will need:</strong></p>\n<ul>\n<li>Extensive background as a Business Analyst working within data reporting, Data analyitics, Data migration or BI focussed initiatives</li>\n<li>Demonstrable experience with process mapping, engineering and business change</li>\n<li>Understanding of BI tools - Microsoft Power BI, SSIS, SSRS, SQL</li>\n<li>Able to demonstrate successful delivery of end to end data lifecycle analysis (source to target, semantic layers and presentation layers)</li>\n<li>Worked within Agile project environments across the entire project lifecycle (analysis, design, build, test and implementation)</li>\n</ul>\n<p>We look for people with a client centric, consultative approach. We want team players. We care about our clients, our colleagues, and the environment and we want you to do the same.<strong>\xa0<br></strong><br>In return for your skills and your commitment to our values, you will be exposed to industry leading technology, projects and expertise. You’ll have the support of specialist colleagues across Australia and the globe. And unique in the contracting market, you’ll be charged no payroll administration fees, and have access to discounted training and certifications via Dimension Data Learning Solutions.\xa0<strong><br></strong><br><strong>Join our growing global team and accelerate your career with Dimension Data.</strong>\xa0<strong>Apply today!</strong><br><br><em>Diversity in Dimension Data</em><br><em>Dimension Data is an equal opportunity employer with a global culture that embraces diversity. \xa0All qualified applicants will receive consideration for employment and will not be unfairly discriminated against on any arbitrary ground including race, colour, sex, religion, national origin, veteran status, disability, gender identity, sexual orientation, or other protected category.</em></p><br><br>To be considered for the role click the \'Apply\' button or for more information about this and other opportunities please contact Daniel Farrell on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:1800%20456%20122"">1800 456 122</a>. Please quote our job reference number: 384225.</div>']"
['Accounts / Data Role'],[],['Sydney'],"['$55,000 - $64,999']","['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><ul> <li> <p>3 month temp role (could lead to long term permanent)</p> </li> <li> <p>Greenacre location</p> </li> <li> <p>On site parking</p> </li></ul> <p>Tomkin (www.tomkin.com.au) is Australia’s market leading supplier of commercial tools of trade for the hospitality industry has a great opportunity for a motivated experienced candidate for a busy fast paced role within the business.</p> <p>This multi-faceted role will see you working with the CFO on a range of data gathering, cleansing and consolidation work and general finance duties.</p> <p>To be considered, you must have:\xa0</p> <ul> <li> <p>experience in reporting and data analysis</p> </li> <li> <p>Advanced MS Excel skills</p> </li> <li> <p>Excellent communications and presentation skills with a positive ""can-do"" attitude</p> </li> <li> <p>Strong attention to detail and accurate data entry</p> </li> <li> <p>Advanced use of Microsoft Office Suite</p> </li> <li> <p>Qualification in Accounting / Finance or similar</p> </li></ul> <p>also exposure and experience in accounts receivable /\xa0 accounts payable highly regarded</p> <p>\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 apply via the link below;</p> <p>\xa0</p></div>']"
['Senior Quant Researcher - Data Scientist'],['Bluefin Resources Pty Limited'],['Sydney'],['Up to $200000.00 p.a.'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><ul><li>Specialist Quantitative Research - PhD Research</li><li>High Performance Computing C++ - Statistical Arbitrage</li><li>Sydney Location</li><li>Competitive Salary Package + Incentives</li></ul><p>Unique opportunities have transpired for experienced data scientists to work for a global proprietary trading firm within their specialist statistical arbitrage team. With an outstanding presence in Asia Pacific, Europe and the US my client boosts an impressive team of dedicated quantitative traders, analysts, developers and computational scientists.</p><p>Headquartered in Hong Kong, the statistical arbitrage division has rapidly expanded with the intention of continually evolving their trading strategies in Asia Pacific. To ensure this growth we are seeking data scientists with demonstrated experience applying machine learning techniques as well as quantitative development tools (namely Python or C++).</p><p>The machine learning techniques will be used to develop new trading strategies and calibrated through OO programming. Preferably these strategies will be developed using either Bayesian inference, neural networks, random forest, support vector machines, projection pursuit, multivariate adaptive regression splines, hidden markov models, adaptive boosting or radial basis function networks.</p><p>We are interested in speaking to candidates from a variety of fields such as medicine, research and development, I.T and engineering, e-commerce, finance or banking. Previous experience in a trading environment is not essential, however strong programming skills in either C++ or Python is a prerequisite.</p><p>To be considered for the role we are seeking candidates with</p><ul><li>Experience applying machine learning techniques</li><li>Strong programming skills, either Python or C++</li><li>Keen interest in financial markets and trading</li><li>Post graduate qualification (either Masters or PhD) from a quantitative discipline such as computer science, mathematics, statistic or engineering.</li></ul><p>For more information, please contact Maria Shevelev at Bluefin Resources on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:02%209270%202612"">02 9270 2612</a></p><p>IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.</p><p>http://www.bluefinresources.com.au/privacy-policy</p></div>']"
['Data Visualisation Manager'],['Dentsu Aegis Network'],['Sydney'],"['$90,000 - $100,000 Total Package']","['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><strong>About Us;</strong> <br> <br> Data2Decisions is a global marketing effectiveness consultancy part of the Dentsu Aegis Network, helping clients grow their businesses through better marketing. We do this through the combination of data, analytics, technology and consulting expertise.<br> \xa0\xa0<br> People come from all over the world to work with us and it\'s the depth and diversity of our workforce that makes Data2Decisions such a great place to work.<br> \xa0\xa0<br> Our global HQ is in London and we have offices in New York, Toronto, Singapore, Sydney, Paris, Madrid, Copenhagen and Wiesbaden.<br> <strong>\xa0</strong>\xa0<br> <strong>Role: <br> <br> </strong>The Data Visualisation Manager position is responsible for managing DAN revenue-generating data visualisation and communication interface solution projects. The purpose of this role is to work with &amp; align with the wider DAN Network to retain and develop existing business, as well as recognize opportunities for organic and new business growth through our existing client base and prospect base.<br> \xa0\xa0<br> The job will require scoping and designing dashboard solutions, project managing end-to-end, including managing multiple stakeholders, trouble shooting, building and managing offshore resource to support build, where required.<br> \xa0\xa0<br> <strong>Responsibilities: </strong><br> <ul> <li>Scoping solution to achieve client objectives and accurately estimate time and effort required</li> <li>Project managing the delivery end-to-end meeting client objectives, timelines and budget</li> <li>Manage data visualization projects autonomously, requiring no supervision in the completion and delivery of data visualisation projects</li> <li>Design the solution using tools and methods that best address client requirements</li> <li>Focus on streamlining processes and automation when building dashboards</li> <li>Ensure that the dashboards comply with data privacy laws and other relevant legislation and the Group’s overall compliance and risk framework in data handling</li> <li>Deliver presentations to clients directly or in conjunction with other third parties when necessary.</li> <li>Manage multiple stakeholder internally within DAN and within the client organizations</li> <li>Resolve any client issues immediately in your client projects in order to maintain and strengthen confidence in ability to deliver high-quality outputs.</li> <li>Identify and convert opportunities for organic and new business through our existing client base and prospect base.</li> <li>Coordinate and manage multiple, concurrent data visualisation projects, with ability to prioritise your work</li> <li>Ensure data accuracy in your data visualization solutions</li> </ul> <strong>Skills Required: </strong><br> <ul> <li>Tertiary qualification (Data Visualisation, Business, Commerce, Economics, Data Integration, Data Innovation, Computer Science, Information Systems or related discipline).</li> <li>Advanced proficiency in data visualisation tools/platforms (Datorama. Tableau, Data Studio, Excel). Experience with other tools (e.g. Power BI, etc.) preferable</li> <li>More than 3 years’ experience in building and maintaining communication interfaces (e.g. dashboards) to internal and external clients.</li> <li>Proven experience managing data visualisation projects concurrently and autonomously</li> <li>Strong interpersonal, written and verbal communication skills.</li> <li>Strong presentation skills.</li> <li>Ability to develop and maintain strong and collaborative relationships with all stakeholders and staff.</li> <li>Strong accountability and responsibility for own projects and actions.</li> <li>Ability to identify and deliver on commercial opportunities within existing client base and prospect base.</li> <li>Energetic and a positive attitude, highly motivated and keen to learn/improve by receiving and incorporating constructive feedback</li> </ul> The Salary on offer for this role is $90,000 - $100,000 Total Package<br>\xa0\xa0<br> <em>At DAN, a diverse and inclusive culture enables our employees to bring their whole selves to work, and be proud of doing so. \xa0For us, this is the foundation for great innovation which, in turn, generates better outcomes for our people, partners and communities. This is why we encourage applications from people with disabilities, and of all ages, nationalities, backgrounds and cultures.</em></div>']"
['Data Scientist'],['Robert Walters'],['Sydney'],['Attractive Salary Package'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p>This Market Surveillance Data Scientist role based in Sydney will be responsible designing, development, testing &amp; deploying controls using AI fraud/misconduct detection methods (with machine learning, anomaly detection etc)</p><p><strong>Key Responsibilities:</strong></p><ul><li>Minimise financial losses through timely delivery of fit-for-purpose projects to business requirements</li><li>Avoiding economic and reputations loss through the early detection and mitigation of misconduct by employees as they relate to the banks trading activities across all asset classes and jurisdictions</li><li>Work effectively with internal customers to build and maintain appropriate controls across conduct and financial risks</li><li>Data remediation and connectivity through engagement with IT and business</li><li>Use advanced data analytic and modelling techniques (using SQL/R/Python) to generate insights for fraud investigations</li><li>Work with other members of the surveillance team, development team &amp; projects teams to ensure timely completion of tasks / projects</li><li>Be able to multi-task, manage inconsistent work flow and work independently</li></ul><p><strong>Key Requirements:</strong></p><ul><li>Advanced SL user with Background in R/Python or similar analytic tools</li><li>Experience in assembling data sets from disparate sources and interpreting using appropriate quantitative methodologies, computational frameworks and systems</li><li>Experience in Text Mining, Natural Language Processing or similar</li><li>Knowledge in C, C++, Python, R, Java, Scala, SAS, SQL, or/and Spark</li><li>Development experience (SQL/Python)</li><li>Must have strong self-awareness, team-oriented approach to problem-solving and an ability to work in a fast-paced, rapidly changing environment preferably with some international experience</li><li>Some knowledge of Markets products - FICC</li><li>Computer Science/Mathematics/Statistics Tertiary experience</li></ul><p>The successful Market Surveillance Data Scientist candidate will have the ability to identify and interpret problems, proposing viable solutions whilst being a team player that enjoys working collaboratively providing solutions on trade scenario improvements and process enhancements.</p><p>To apply please click apply or call Steven Nguyen on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:+61%202%2082893124"">+61 2 82893124</a> for a confidential discussion.</p></div>']"
['Environmental Reporting Analyst'],['Cushman & Wakefield'],['Sydney'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Job Description</strong></p>  <p>The Environmental Performance Reporting &amp; Analytics position is now available in Cushman &amp; Wakefield’s Sustainability Solutions team.\xa0 As an Analyst you will undertake tasks to support the delivery of a range of Environmental Reporting services.</p>  <p>\xa0</p>  <p><strong>About the role:</strong></p> <ul> <li> <p>Manage the delivery of best practice client environmental performance reports (e.g. carbon footprint, energy consumption, waste generation and recycling performance) to support our client’s legal and voluntary reporting obligations.</p>  </li> <li> <p>Source and update all reporting system energy usage, environmental and cost data, including rates and tariffs on a timely basis, including from 3rd parties.</p>  </li> <li> <p>Validation and correction of environmental data (via exception reports).</p>  </li> <li> <p>Manage client access to the reporting system and undertake selected database administration functions.</p>  </li> <li> <p>Connect and disconnect energy accounts with retailers as required.</p>  </li> <li> <p>Key liaison person for non-financial report queries, including 3rd parties.</p>  </li> <li> <p>Provide analytical support to the Sustainability Solutions Team as required.</p>  </li> <li> <p>Maintain all key administrative documentation.</p>  <p>\xa0</p>  </li></ul> <p><strong>About You:</strong></p> <ul> <li> <p>Graduate qualifications in environmental science, finance, analytics or related discipline.</p>  </li> <li> <p>Excellent analytical and data processing skills, with a good attention to detail.</p>  </li> <li> <p>Excellent proficiency in the use of MS Excel, Word and PowerPoint.</p>  </li> <li> <p>Effective communication skills and the ability to engage other areas of the business as required.</p>  </li> <li> <p>Time management skills to prioritise tasks and ensure projects are completed in line with the project plan.</p>  </li> <li> <p>Strong people management skills.</p>  </li> <li> <p>Proactive outlook in developing solutions to problems.</p>  </li> <li> <p>Works independently, uses initiative and exercises sound judgment.</p>  </li> <li> <p>Ability to develop and maintain strong internal and external relationships.</p>  </li> <li> <p>Knowledge of relevant energy and carbon management legislation, and the Australian energy market is desirable.</p>  </li></ul> <p>\xa0</p>  <p><strong>Why join Cushman &amp; Wakefield?</strong></p>  <p>As one of the leading global real estate services firms transforming the way people work, shop and live working at Cushman &amp; Wakefield means you will benefit from;</p> <ul> <li> <p>Being part of a growing global company;</p>  </li> <li> <p>Career development and a promote from within culture;</p>  </li> <li> <p>A Supportive and flexible environment;</p>  </li> <li> <p>A workplace which promotes diversity and inclusion in everything we do.</p>  </li></ul> <p>As an equal opportunity employer, Cushman &amp; Wakefield encourages Aboriginal and Torres Strait Islander and female candidates to apply. Cushman &amp; Wakefield promotes safety at all times.</p></div>']"
['Business Analyst'],"['Department of Industry, Skills & Regional Development NSW']",['Sydney'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>We have an excellent opportunity to join an exciting and dynamic team on a temporary basis for 2 years, located in Newington. Offering an attractive salary package (starting from $94,750pa).</strong></p>\n<p>\xa0</p>\n<p><strong>About Us</strong></p>\n<p>The Biosecurity &amp; Food Safety Division is responsible for effective management and risk minimisation of biosecurity threats to NSW as well as the through-chain regulation of food safety. It delivers a risk based approach to policy and compliance, and provides regional engagement and coordination in response to emergency incidents and natural disasters impacting primary industries and the food sector.</p>\n<p>\xa0</p>\n<p><strong>About the Role</strong></p>\n<p>The Business Analyst will review and analyse the organisation\'s business, services, processes and information needs to identify changes that lead to business improvements and changes to business systems.</p>\n<p>\xa0</p>\n<p>You will report to the Manager Business Systems, Emergency Operations, Intelligence and Programs; therefore your ability to work within a collaborative team culture involving technical specialists will be essential. You will be required to liaise extensively with stakeholders within Biosecurity &amp; Food Safety Division as well as other NSW Government agencies to facilitate collection and agreement on business requirements.</p>\n<p>\xa0</p>\n<p>Your success within this role will hinge on your ability to understand the business context, develop business requirements and documentation, , engage with internal and external stakeholders, and support project management.</p>\n<p>\xa0</p>\n<p>Proven experience in analysis that contributes to the enhancement of business systems and systems integration is a must.</p>\n<p>\xa0</p>\n<p>You will need to hold a current NSW Drivers License and have the ability and willingness to travel.</p>\n<p>\xa0</p>\n<p><strong>How</strong> <strong>To Apply</strong></p>\n<p>When applying for the role, attach an updated resume [max 5 pages] plus a cover letter [max 2 pages] outlining your suitability and core capabilities for the role as identified in the role description.</p>\n<p>\xa0</p>\n<p>For further information or a confidential conversation about the role please contact Debbie Brookfield on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:0417%20410%20736"">0417 410 736</a></p>\n<p>\xa0</p>\n<p>To view the role description <a href=""http://files.jobs.nsw.gov.au/6n7dp2"" target=""_blank"">click here</a></p>\n<p>\xa0</p>\n<p><strong>Applications close: Sunday 12 May 2019</strong></p>\n<p><strong>\xa0</strong></p>\n<p>A recruitment pool may be created for ongoing and temporary roles of the same role or role type that may become available for filling over the next twelve months.</p>\n<p><em>The NSW Department of Industry is an inclusive workplace which promotes diversity and encourages flexible working arrangements.</em></p></div>']"
['Data Discovery Program Manager'],['Randstad - Technologies'],['Sydney'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Data Discovery Program Manager</strong></p><p><strong>12 month initial contract</strong></p><p><strong>Haymarket</strong></p><p> </p><p> </p><p>The Data Discovery Program Manager is responsible to provide the overall management of smarter analytics and discovery with the ability to overlook monitor an engage within the whole project cycle.</p><p> </p><p><strong>Key</strong> <strong>accountabilities:</strong></p><ul><li>Highlight opportunities in Data Science within the cluster to generate new projects (in the Enterprise &amp; Data Analytics Services team), as well as an enhanced client experience through the application of AI solutions.</li><li>Advise and engage business stakeholders to define new data science solutions and user cases, and assess their feasibility and business value.</li><li>Collaborate with the entire EDAS team and internal/external stakeholders to implement and scale selected solutions and data discovery opportunities.</li><li>Develop and implement solutions using appropriate data science and analytics tools, advise on algorithms and techniques to execute smarter analytics.</li><li>Develop materials to present results and outcomes to business stakeholders and audiences at all level.</li><li>Facilitate data science related events and ensure the overall understanding of the service offerings.</li><li>Explore data valuation opportunities through the delivery of enhanced analytics and the design development of data-driven products.</li></ul><p> </p><p><strong>Key</strong> <strong>challenges:</strong></p><ul><li>Interact and engage with stakeholders, which includes agencies and external operators.</li><li>Design and apply appropriate project management standards for data science prototyping and delivery on high value use cases.</li><li>This role will deliver Business Intelligence capability, specifically Analytics and Reporting across all divisions of the company, as well as other government agencies.</li></ul><p> </p><p><strong>Essential</strong> <strong>requirements:</strong></p><ul><li>Experience in applied data analysis &amp; prediction and knowledge of AI techniques.</li><li>Strong data science modelling ability and creativity in application of the models.</li><li>Working knowledge of SQL and common data science tool kits : Python, R, Spark, Hadoop.</li><li>Strong written &amp; verbal communication and presentation skills.</li></ul><p> </p><p>Does this role pique your interest? Please submit your CV to <a class=""Ne1m3o8"" data-contact-match=""true"" href=""mailto:georgina.horwood@randstad.com.au"">georgina.horwood@randstad.com.au</a> and feel free to call during work hours on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:02%208235%203303"">02 8235 3303</a> for further information.</p><p>At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.</p></div>']"
