Title,Company,Location,Description,total_pay,Simple_Title,Job_Level
data analyst,hays office support,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>great opportunities for experienced data analysts<br> <br> with over 50 years experience in powering the world of work with our recruiting expertise, hays is the worlds’ leading specialist recruitment firm. we are currently experiencing a high level of demand from a range of clients and are accepting expressions of interest for experienced data analysts with availability from april/may.<br> <br> <strong>what you\'ll need to succeed</strong><br> roles will vary across client organisations, but the general scope of duties requires a professional with:</p><ul><li>previous experience as a data analyst</li><li>a positive and pro-active mindset</li><li>exceptional communication skills, both written and verbal</li><li>exceptional organisational skills and the ability to multi-task and prioritise</li></ul><p><br> <strong>what you\'ll get in return</strong></p><ul><li>a variety of start dates dates</li><li>varying contract lengths from 3-12 months</li><li>attractive offices in convenient locations across the inner west</li></ul><p><br> click ‘apply now’ to express interest or for more information and a confidential discussion or to find out about other opportunities in office support contact victoria yaghoubpour at hays on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:02%209744%203444"">02 9744 3444</a> or email <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:victoria.yaghoubpour@hays.com.au"">victoria.yaghoubpour@hays.com.au</a></p></div",201500.0,Analyst,Middle
msbi consultant ,precision sourcing,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>summary of the team </p><p>this is one of the most exciting companies working on business intelligence capabilities. they have a supportive culture and want to see their team grow. you’ll be working alongside like minded business intelligence developer’s with cutting edge tool sets. the team is made up of a variety of technology teams and you will be given the chance to create and own automated, scalable and reliable bi solutions.</p><p> </p><p>summary of the positions </p><ul><li>3 month, 6 month and 12 month contracts.</li><li>develop and create reports using ssrs.</li><li>integrating with from various sources with ssis.</li><li>analyse and make business decisions with ssas.</li><li>engage with stakeholders and ensure requirements are met. </li><li>working closely with the data team on the end to end process. </li></ul><p> </p><p>experience expected </p><ul><li>a passion for all things data </li><li>strong msbi- ssis, ssrs and ssas experience is essential</li><li>experience with powerbi, dax and azure would be advantageous </li><li>good communication skills in order to deal with various stakeholders </li><li>commercial experience is expected </li><li>bachelor’s degree preferably in computer science/it or commerce </li></ul><p> </p><p>culture</p><ul><li>a supportive and collaborative team environment.</li><li>you will be working experienced data engineers, data architects, and data developers.</li><li>the opportunity to make the role your own. </li></ul><p> </p><p>if you are interested in these positions please apply directly or contact laura nailard at laura @precisionsourcing.com.au </p><p> </p></div",185000.0,Consultant,Middle
senior data governance officer,department of family & community services nsw,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>senior data governance officer</strong></p><p><strong>temporary full time - up to 12 months with possibility of extension</strong></p><p><strong>clerk grade 9/10</strong></p><p><strong>their futures matter</strong></p><p><br></p><p><br></p><p><strong>location: </strong>redfern, nsw\xa0</p><strong>salary range: </strong>clerk grade 9/10 - $108,044 - $119,061 pa, plus employer\'s contribution to superannuation and annual leave loading<br><strong>contact: </strong><a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:(02)%209377%206562"">(02) 9377 6562</a> or <a target=""_blank"" href=""mailto:paula.cheng@theirfuturesmatter.nsw.gov.au"">paula.cheng@theirfuturesmatter.nsw.gov.au</a> ? paula cheng<br><strong><strong>closing date</strong>: 11:59pm on sunday, 19^th may 2019.\xa0<br></strong><p><br></p><p>\xa0</p><ul><li>responsible for the day-to-day activities for the development and implementation of data governance policies, practices, procedures and systems that will ensure tfm meets its legislative and compliance obligations<p><br></p></li><li>full-time, temporary 12-month position with possibility for extension\xa0in accordance with the government sector employment act 2013.<br></li><li>redfern location close to redfern and central stations<p><br></p></li></ul><br><p><strong><br></strong></p><p><strong>about us</strong>\xa0</p><p><br></p><p>this is an exciting time to join the their futures matter (tfm), which leads a nsw government landmark reform to deliver improved outcomes for vulnerable children, young people and their families.\xa0our vision is to create a service system that delivers coordinated, wrap-around and evidence-based supports for children and families to transform their life outcomes.</p><p>\xa0</p><p>\xa0</p>central to this vision is our investment approach that will direct and prioritise whole-of-government funding to deliver targeted solutions that achieve measurable and meaningful outcomes.\xa0for more information on the work we do at tfm, go to\xa0<a target=""_blank"" href=""http://www.theirfuturesmatter.nsw.gov.au/about-their-futures-matter"">www.theirfuturesmatter.nsw.gov.au/about-their-futures-matter</a><br><p>\xa0</p><p>\xa0</p><p><strong>about the roles</strong></p><p><strong><br></strong></p><p>the senior data governance officer is responsible for the day-to-day activities for the development and implementation of data governance policies, practices, procedures and systems that will ensure tfm complies with the <em>privacy and personal information protection act 1998</em> (nsw)(ppip act) and <em>health records and information privacy act 2002</em> (nsw)(hrip act). </p><p>\xa0</p><p>reporting to the manager, data governance, the incumbent will prepare data privacy and security advice and guidance and provide support to tfm staff and executives. in addition, the senior data governance office will work with external privacy and security specialists, and liaise with external and internal stakeholders in the conduct of data privacy and security activities.</p><p>\xa0</p><p>to be successful in this role the ideal candidate will have:\xa0</p><p> \xa0</p><ul><li>demonstrated experience in data governance, data management or data privacy and security<br></li><li>good knowledge of nsw privacy legislation and information security policies<br></li><li>good knowledge of and experience in compliance\xa0<br></li><li>good knowledge of and experience in process management<br></li><li>demonstrated strong project management and organisational skills, including monitoring and reporting on project plans, milestones and deliverables.<br></li><li>ability to handle multiple tasks, with proven self-initiative and problem solving abilities<br></li><li>proven track record of quality performance in highly pressured environments\xa0<br></li><li>good presentation and communication skills both written and verbal\xa0\xa0<br></li><li>strong interpersonal skills with experience of working in an agile team environment where working collaboratively, effectively and efficiently is critical to success\xa0<br></li><li>tertiary qualification in information management, business administration, law or other related disciplines is preferable.<br></li></ul><br><p>click <a target=""_blank"" href=""http://files.jobs.nsw.gov.au/dq8ekq"">here</a> to download the role description and supplementary information about the position. please refer to role description for focus capabilities for this position.</p><p>\xa0</p><p>a recruitment pool may be created to fill similar roles for both ongoing and temporary opportunities if and as they arise.</p><p>\xa0</p><p>\xa0</p><p><strong>applying for the role</strong></p><p><strong><br></strong></p><p>please submit a current resume (no more than five pages) and a cover letter (no more than two pages) describing how your qualification, knowledge, skills and experience will make you a great fit for the job. you should also include in your application the names and contact details of two referees who could reasonably comment on your capabilities required for this position.</p><p>\xa0</p><p><strong>closing date</strong>: 11:59pm on sunday, 19^th may 2019.</p><p><br></p><p><strong>contact: paula cheng, director investment modelling, research and evaluation p: <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:(02)%209377%206562"">(02) 9377 6562</a> or e: <a target=""_blank"" href=""mailto:paula.cheng@theirfuturesmatter.nsw.gov.au"">paula.cheng@theirfuturesmatter.nsw.gov.au</a></strong></p><p>\xa0</p><p> our office is an agile working environment, with a mix of spaces to foster collaboration or support focused work, according to individual and project needs.</p><p><strong><br></strong></p><strong><br>our commitment to diversity and inclusion</strong><p><br>\xa0<br>tfm is committed to building a workplace culture that values diversity and inclusion. we actively promote the employment of people with disability, aboriginal and torres strait islanders, lgbti and other diversity groups.</p><p>tfm encourages applications from people with disability and will provide reasonable adjustments in our recruitment processes and in the workplace.</p><p>if you need an adjustment in the recruitment process, please call or email the contact person listed below, and also advise us of your preferred method of communication.<br><strong><br>thank you for your interest in this position. we look forward to receiving your application.<p></p></strong>\xa0<br>\n\n</p></div",167574.5,Other,Senior
"analyst, campaign analytics",t+o+m executive,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""> analyst, campaign analytics <div><p>this industry leader has been expanding its analytics capabilities across their business units and partners.</p><p>analytics and customer interactions are at the centre of the businesses strategic direction, and there is a genuine excitement for what can be achieved and the impact the team / individual can have through campaign management and\xa0analytics on a fixed term contract. </p><p>responsibilities include:</p><ul>partnering with marketing\xa0analytics and product\xa0management teams to segment the customer base analysing the results of campaigns and other strategic marketing activities analyse large data sets and build campaigns (teradata) that improve our customer understanding act as a specialist in the marketing campaign development process develop faster, more efficient reporting production systems understand the different data systems and sources</ul><p>to be considered you will need to have strong campaign / marketing / customer analytics experience (any industry) where you\'ve had extensive experience working with ideally teradata, but other tools such as unica will be considered. strong sql skills are essential and hands on experience in sas is desirable. you will need to be comfortable working with large data sets and using advanced technical skills to analyse them.\xa0</p><p>if this sounds like the right opportunity for you, please send your resume to  <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:nicolina.bosnic@tomexecutive.com"">nicolina.bosnic@tomexecutive.com</a>  for consideration.</p></div><p><br></p></div",201500.0,Analyst,Middle
crm  data analyst,michael page digital,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>do you enjoy working in a fast pace environment, driving projects independently and have an analytical mindset? in this role you will be responsible for formulating plans, implementing campaigns and enforcing data collection policies to support this global business.</p><p><strong>client details</strong></p><p>my client is a global powerhouse and if deemed successful you’ll be working for one of the greatest names in the industry. want to develop a career internationally and never hit a ceiling when it comes to career progression? apply today!!</p><p><strong>description</strong></p><ul><li>collecting, analysing and maintaining customer data across my clients business and its marketing channels;</li><li>generate insight into customer segments for use within business development and other crm initiatives;</li><li>provide data metrics to both internal and external stakeholders;</li><li>use sql server and excel to prepare accurate marketing campaign lists and report;</li><li>manage end-to-end campaign execution process from liaising with design team, content team and business to creating campaign on exact target to prepare an edm list;</li><li>manage crm lifecycle edm series to ensure candidates and clients are fully engaged at the right time with the right communication;</li><li>liaise with internal and external stakeholders to achieve set objectives and tasks.</li></ul><p><strong>profile</strong></p><ul><li>minimum 5 years of experience working closely with data/reporting in a sql server environment or crm;</li><li>experience reporting to senior stakeholders preferred;</li><li>background in powerbi, exact target, salesforce marketing cloud, pardot/marketo and sql is required;</li><li>identifying best practice and reporting function methodologies;</li><li>embrace and initiate change;</li><li>experience working with teams and stakeholders across multiple geographies and business lines will be highly regarded;</li><li>hands on experience such as sql data extraction, running campaigns, driving projects.</li></ul><p><strong>job offer</strong></p><ul><li>work globally</li><li>competitive salary</li><li>dynamic working</li></ul><p>to apply online please click the \'apply\' button below. for a confidential discussion about this role please contact madeleine shelest on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:+61%202%208292%202100"">+61 2 8292 2100</a></p></div",201500.0,Analyst,Middle
solutions architect - senior (cloud/data,cochlear limited,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>change people’s lives and love what you do!\xa0 cochlear develops world-leading medical devices that help people hear. as a top 100 medical device company and the market-leader in implantable hearing devices, more people choose a cochlear-branded cochlear implant system than any other. our employees tell us that the number one reason they enjoy working for cochlear is the opportunity to make a difference to people’s lives.</p>\n<p>this is a fantastic opportunity for an experienced <strong>senior solution architect</strong> to work in our it architecture team at our cochlear global hq. you will work closely with project managers, agile delivery teams and business partners to define solutions and guide their implementation.</p>\n<p><strong>key responsibilities </strong></p>\n<p>the senior solution architect role provides technical direction for projects from concept to completion along with input to strategic architecture roadmaps and reference architectures.</p>\n<p>in order to be a successful candidate for this role you need to have a passion for technology and experience in modern cloud data solutions. your previous designs are elegant in their simplicity and have enabled others to build upon the foundations you laid. you understand modern architectures and the rationale behind those architectures. you are also prepared to design solutions involving legacy systems too.</p>\n<p>you have experience with waterfall and agile delivery methodologies and understand how to work in either. in your previous roles you have advocated test and deployment automation. you have also had some exposure in operational roles and understand why it is important to do the job properly</p>\n<p>you are not afraid to challenge the status quo but understand the balance between perfection and practicality. you understand your audience and can communicate potentially complex solutions to a wide range of stakeholders.</p>\n<p>in this role you will be responsible for:</p>\n<ul>\n<li>developing reference architectures for architectural domains</li>\n<li>lead the definition of the solution architecture and deliver conceptual and detailed designs to resolve the business requirement.</li>\n<li>close collaboration on project implementation with project managers, business stakeholders and delivery teams</li>\n<li>constantly look for opportunities to leverage and reuse existing it capabilities, services and solutions where appropriate</li>\n<li>identify and investigate opportunities to utilize and integrate emerging technologies to provide cost effective flexible solutions.</li>\n<li>assist the it broker team and associated business stakeholders in the development of business cases and value propositions to support the proposed solutions</li>\n<li>wherever possible, advocate the architecture services, processes across the global information technology teams and business functions by means of sharing documentation, providing advice or impromptu education</li>\n<li>contribute ideas on systems and process methods to improve information technology products and services</li>\n</ul>\n<p>the successful candidate will have the unique opportunity to shape cochlear’s flagship business. you will have the benefit of working across multiple interesting and innovative projects, with significant career development avenues for the right person. cochlear offers a supportive and collaborative working environment with ample opportunity to progress.</p>\n<p><strong>\xa0</strong></p>\n<p><strong>key requirements </strong></p>\n<ul>\n<li>a bachelor’s degree in computing or engineering</li>\n<li>demonstrated experience as a senior solution architect</li>\n<li>\n<p>demonstrated experience in identifying, researching, evaluating and recommending new</p>\n<p>and emerging technologies</p>\n</li>\n<li>strong enterprise applications background, with an ability to grasp the big picture</li>\n<li>project planning and specification skills, together with problem solving and analysis</li>\n<li>\n<p>excellent written and verbal communication skills and the ability to interact professionally</p>\n<p>with executives, managers and subject matter experts</p>\n</li>\n</ul>\n<p><strong>desired requirements</strong></p>\n<ul>\n<li>post graduate qualification</li>\n<li>architecture certification such as togaf</li>\n<li>demonstrated 3-5 years experience as a senior solution architect</li>\n<li>previous experience in project teams using agile and waterfall delivery methodologies.</li>\n<li>strong technical background in any of the following:</li>\n</ul>\n<p>- cloud data platforms (snowflake, redshift, bigquery)</p>\n<p>- data science platforms (spark, r, jupyter notebooks)</p>\n<p>- devops (ci/cd pipelines, immutable architecture, devsecops )</p>\n<p>- integration patterns (mdm, etl/elt, ipaas)</p>\n<p>- stream processing (kafka, kinesis etc)</p>\n<p>- test automation</p>\n<p>- data governance</p>\n<p>- machine learning / artificial intelligence</p>\n<p>- cloud/networking/infrastructure automation (aws and on premise)</p>\n<p>\xa0</p>\n<p><strong>cochlear summary</strong></p>\n<p>cochlear’s mission is to help people hear and be heard. around the world, more people chose a cochlear-branded hearing implant system than any other. our employees tell us that the number one reason they enjoy working for cochlear is the opportunity to make a difference to people’s lives. learn and grow with us as we tackle the most complex challenges in helping people to hear now. and always. cochlear is the global market leader in implantable hearing solutions including cochlear implant systems (ci) and bone anchored hearing aids (baha™).</p>\n<p>if you feel that you have the skills and experience to be successful in this role and take on new challenges to build your career with cochlear, please start your application by clicking the apply button below.</p>\n<p>\xa0</p>\n<p><strong>\xa0</strong></p></div",197667.25,Other,Senior
order entry clerk,livingstone international,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>are you looking for a first job or to progress your career in administration and customer service? do you like routine and talking to people?\xa0then read on for an exciting opportunity open in administration while working with the sales team!</p> <p>\xa0</p> <p><strong>the opportunity</strong></p> <p>livingstone international is more than just a diversified importer, marketer and distributor\xa0in the medical, beauty, healthcare and consumables market. the company looks for people who can grow, think and deliver in an environment with constant change. our culture thrives on rewarding hard work and creativity. we are looking for an enthusiastic and motivated\xa0<strong>order entry clerk</strong>\xa0to join our mascot\xa0 \xa0office.\xa0</p> <p>\xa0</p> <p>this will suit you if you are a fresh graduate or looking to get your foot in this industry!</p> <p>\xa0</p> <p><strong>what\'s on offer?</strong></p> <ul> <li>competitive salary package</li> <li>opportunity for career progression and development</li> <li>positive and fun working environment</li> <li>great accessibility by public transport</li> <li>fantastic training and support staff always ready to help!</li></ul> <p><strong>your role</strong></p> <p>your main responsibilities will be:</p> <ul> <li>compile, sort and verify accuracy of data to be entered</li> <li>enter order information into relevant systems</li> <li>ensure appropriate technical and commercial approvals are in place</li> <li>review and make necessary corrections to information entered</li> <li>provide research and support for billing disputes, ensuring issues are resolved according to the company\'s guidelines</li> <li>maintain accurate customers\' contact details on internal systems</li> <li>answer customers\' enquiries in all related matters</li> <li>interact with internal sales and account managers</li> <li>manage back-orders with internal partners, escalating all delays where interaction is required</li></ul> <p><strong>what you need</strong></p> <ul> <li>fast and\xa0accurate data entry</li> <li>excellent communication skills-fluent in english\xa0</li> <li>high attention to detail</li> <li>be able to handle pressure well</li> <li>to be a team player, adapt quickly and have excellent interpersonal skills</li> <li>ability to communicate effectively with people at all levels</li></ul> <p>if you have recently graduated or are looking for a career change, we would love to get in touch with you. simply click ""apply now"" or forward your resume\xa0with a cover letter to <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:hroffice@livingstone.com.au"">hroffice@livingstone.com.au</a></p> <p>only suitable candidates will be contacted for an interview.</p></div",159750.0,Other,Middle
data privacy and security consultant,finxl it professional services,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>finxl it professional services is an established, innovative australian company, providing technology enabled business solutions and consulting services across a number of industries. these include; government, telecommunications, commercial and finance. we currently have more than 1200 consultants assisting our clients across australia and are continuing to grow at a rapid pace. through the delivery of services and implementation of new systems, processes and technology, we assist our clients to gain competitive advantage and reach new heights.</p><p><strong>the role</strong></p><p>our client, a large sydney cbd based telecommunications organisation, is looking for an experienced <strong>data privacy and security consultant</strong>.</p><p>•\xa0liaising with data portfolio managers and relevant business stakeholders<br>•\xa0facilitating requirement sessions focused on use of data<br>•\xa0drafting business requirements for data privacy and data security for systems and/or processes<br>•\xa0assisting delivery teams to understand and interpret business requirements for data privacy and data security</p><p><strong>who you are</strong></p><p><strong>you will have the following skills/experience</strong></p><p>•\xa05+ years in large commercial corporates with focus on data privacy and security regulatory obligations<br>•\xa0demonstrated understanding of the current australian legal and regulatory landscape for data privacy and security<br>•\xa0legal background preferred<br>•\xa0strong written and verbal communication skills</p><p><strong>what’s on offer</strong></p><p>this is a 6 months+ engagement with a high profile organisation with highly competitive remuneration on offer.</p><p><strong>what’s next</strong></p><p>if you would like to be considered, please send your application to julia leung on  <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:julial@finxl.com.au"">julial@finxl.com.au</a>  or click the apply button.</p></div",185000.0,Consultant,Middle
marketing analytics lead,the onset,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b"">join exceptional media and technology professionals within a global marketing network as an analytics lead.<br>\xa0\xa0<br>this company is a highly-dynamic playground where empowered and brilliant minds come together to constantly push themselves, bringing bold, award-winning ideas to life.<br>\xa0\xa0<br>this is an exciting core technical role\xa0within the analytics &amp; data science team which uses data-driven media insights to access clients’ business challenges and fuel companies’ strategic growth.<br>\xa0\xa0<br>here you’ll get full\xa0exposure to senior data and executive professionals\xa0internally and high-end\xa0blue-chip client projects. it\'s a great time to join the business as they\'re moving to productise and scale their analytics offering.\xa0<br>\xa0\xa0<br>as an analytics lead, you’ll work closely with the head of analytics and multifunctional internal and external teams to provide advanced data analytics solutions and innovative approach for clients’ needs.<br>\xa0\xa0<br>the network has a\xa0healthy work-life balance,\xa0as well as a strong focus on professional development and cross-functional engagement.\xa0<br>\xa0\xa0<br>you can look forward to:<br> <ul> <li>perform and deliver quality analysis, reports and outlines for the agency teams, clients and senior business leaders</li> <li>investigate new ways of solution presentation and analytic techniques as well as identify new opportunities for additional professional growth that may benefit the team and the clients</li> <li>undertake sophisticated modelling and apply independent critical thinking in model’s development and insights formulation.</li> <li>mentor and support the development and professional growth of junior staff</li> </ul> you experience includes:<br> <ul> <li>degree in computer science/mathematics/statistics or other relevant areas</li> <li>experience in client facing role with the ability to communicate complex findings to non-technical audiences</li> <li>3+ years of hands-on experience in data manipulation using sql applied to large cloud databases (aws, snowflake, spark)</li> <li>strong background in advanced statistical techniques, analysis and concepts (regression-based modelling: logistic, linear regression, time series and panel data)</li> <li>proficient in r, python, spss, sas or similar</li> <li>working experience in visualisation and building dashboards using tableau or similar\xa0\xa0</li> </ul> knowledge and working experience with digital advertising platforms and geo-spatial tools would be an advantage.<br>\xa0\xa0<br>are you an analytics lead and want to learn more? get in touch with\xa0tasha@theonset.com.au\xa0or on\xa0<a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:0434%20073%20342"">0434 073 342</a>\xa0today.</div",159750.0,Other,Middle
mid-weight data architect,beagle recruitment,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong><strong>company<br></strong></strong> <ul> <li><strong>leading digital publisher:</strong>\xa0this role sits as a separate entity working on a particular project involving over 180 titles.</li> <li><strong>lean product team of 25:</strong>\xa0the unit\'s culture is akin to a digital agency, or a startup.</li> <li><strong>fridge benefits:</strong>\xa0 there are plenty that comes with being part of a publishing juggernaut</li> </ul> <strong><strong><br>role<br></strong></strong> <ul> <li><strong>structure:\xa0</strong>report into the head of insights and work alongside data engineers and some data analytics interns</li> <li>data structuring: structuring data from their data warehouse</li> <li><strong>etl:</strong> automating etl (extract, transform, load)\xa0 processes and visualisations.</li> <li><strong>javascript:\xa0</strong>you will have some experience working with js.</li> <li><strong>sql:</strong> you will be required to run sql request, some experience would be preferred.</li> <li><strong>hours:</strong>\xa0there is potentially some movement flexibility with the hours, either full time, or part-time full time</li> </ul> <strong><strong><br>you:<br></strong></strong> <ul> <li><strong>1-4 years experience:\xa0</strong>you have some professional experience working in a similar technical/ etl/structural role.</li> <li><strong>side hustler:</strong> this role does potentially offer some flexibility in hours, so could be an option for someone working their own hustle on the side.</li> </ul> <br><br>if this sounds like above sound like you, please apply within, or phone tom mason for a confidential chat (041 555 23320).<br><br>thanks,<br><br>tom mason<br>director <br>beagle digital recruitment<br>m: 041 555 2320 t: <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:02%204342%206546"">02 4342 6546</a><br>e: <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:tom@beaglerecruitment.com.au"">tom@beaglerecruitment.com.au</a> <br>a: suite 3, level 27, governor macquarie tower<br>1 farrer place, sydney, nsw 2000<br>w:beaglerecruitment.com.au</div",159750.0,Other,Middle
business analyst - data insights,aurec,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><br><br><br><strong>you are:<br><br></strong>ideally you are a business analyst with a background in the financial services, telco or insurance &amp;\xa0you will consider yourself very comfortable when woprking with data (sas decommissioning, big data, data warehouse and data application).<br><br>you’re a business analyst\xa0who takes ownership and who considers their stakeholder engagement skills to be as strong as their data understanding.\xa0<br><br>versality will be a strength of yours, and you\'ll come with the ability to translate\xa0business requirements into technical terms and vice versa, as well as being the type of person to follow a uniform process with an emphasis on repetition.\xa0<br><br><br><br><strong>the role:</strong><br><br>this business analyst role will see you deep diving into data warehouse on an vital data \'clean up\' as this organisation move to be more insights driven.\xa0<br><br>it is important that you are a business ba who is interchangeable as once you finish your initial project you\'ll move\xa0between other end-to-end projects ie. product / digital etc.<br><br>traditional ba roles are less in demand and there will be an emphasis on upskilling ba\'s to have change management &amp; release management skills.\xa0<br><strong><br><br><br>they are:</strong><br><br>they are a<strong>\xa0household name</strong>\xa0who have some hugely high-profile programs underway.\xa0<br><br>this is a firm that really promotes a\xa0<strong>healthy work/life</strong>\xa0balance &amp; working smarter not harder. you\'ll be joining the talented business analyst team on a contract likely to last for 18 – 24 months within an organization that prides itself on\xa0<strong>staff retention</strong>\xa0and\xa0<strong>growth within the company</strong>.\xa0<br><br>they are known for being a\xa0<strong>great place to work,\xa0</strong>with awesome offices,\xa0chill-out areas,\xa0<strong>gym, onsite restaurants, bars\xa0</strong>and<strong>\xa0cafes.</strong><br><br><br><br><strong>the team &amp; benefits:</strong><br>\xa0<br>this top-tier firm are<strong>\xa0</strong>one of\xa0<strong>sydney’s biggest</strong>\xa0and\xa0<strong>groundbreaking</strong>companies who are offering a contract on a\xa0<strong>long, rolling basis</strong>.\xa0<br><br>they are<strong>\xa0outcomes-not-hours</strong>\xa0driven, understanding that<strong>\xa0flexibility</strong>\xa0&amp;\xa0<strong>long, rolling contracts</strong>\xa0are desirable to most contractors/employees.\xa0<br><br>with\xa0<strong>excellent onsite facilities</strong>, such as cafes, bars, gym &amp; chill out areas, this company prides themselves on the\xa0<strong>relaxed atmosphere</strong>\xa0and\xa0<strong>modern office</strong>\xa0environment.\xa0<br>\xa0<br><br><strong><br></strong><strong>skills / experience:</strong><br><br><ul><li>5+ years’ business analyst experience</li><li>excellent data skills</li><li>ideally experience in both agile &amp; waterfall methodologies</li><li>end-to-end project experience</li></ul>\xa0<br>to apply, please submit your cv via the portal by clicking the\xa0<strong>apply for this job</strong>\xa0button bellow.\xa0<br><br>you can directly contact danielle barton</div",201500.0,Analyst,Middle
marketing analyst / data analyst | contract role ,bluefin resources pty limited,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>working with an iconic international organisation, this is an opportunity for a switched on and commercially focused senior marketing / data analyst to join a highly successful business in their analytics team. this role is initially a 6 month day rate contract, however the expectation is that the role will develop in to a long term opportunity.</p><p> </p><p>the remit of the role has the breadth and strategic scope of roles ordinarily found within strategy consultancy firms, this is a unique opportunity to assist the organisation in developing their commercial strategy through analytics with accountabilities that will include;</p><p> </p><ul><li>developing strategic and commercial capability through analytics</li><li>assessing market and product development opportunities</li><li>identifying bespoke approaches to customer interactions and engagement.</li><li>leveraging data to develop meaningful insights, recommendations and solutions</li><li>working with large data sets in sql</li></ul><p> </p><p> </p><p>we are looking at individuals who can demonstrate the following skills;</p><p> </p><ul><li>proven experience of working across customer analytics and insights</li><li>exceptional communication and stakeholder management skills; you will be working with c-level stakeholders on a daily basis to influence and shape strategy through analytics</li><li>highly proficient in either google or adobe analytics</li><li>technical skills in sql to interrogate and manipulate large data sets are essential</li><li>tertiary qualified in a relevant discipline such as statistics, marketing, engineering or econometrics</li></ul><p> </p><p>in return the benefits of working with the organisation include;</p><p> </p><ul><li>opportunity to work with a high performing, talented, friendly and collaborative team</li><li>fantastic opportunities for growth and development; there is huge investment and commitment to growing the function out further</li><li>flexible working environment with regular working from home days encouraged.</li><li>excellent lifestyle benefits</li></ul><p> </p><p>please apply on line below, or for more information, contact sophie monaghan at bluefin resources on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:02%209270%202603"">02 9270 2603</a></p></div",201500.0,Analyst,Middle
"gm strategy, insights and analytics",futureyou,sydney,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>client details</strong><br> better use of data and technology can help people live healthier, happier and more productive lives. digital health can make a real difference to people’s health by giving them greater control and better access to information. tasked with improving health outcomes for australians through the delivery of digital healthcare systems and the national digital health strategy for australia, the australian digital health agency (the agency) commenced operations on 1 july 2016. the agency is responsible for national digital health services and systems, with a focus on engagement, innovation and clinical quality and safety. our focus is on putting data and technology safely to work for patients, consumers and the healthcare professionals who look after them.<br> <strong>\xa0</strong><br> <strong>description</strong><br> the gm strategy, insights and analytics will play a pivotal role in the execution of the strategic aims and outcomes for the agency. working closely with and directly for the chief digital officer, and other members of the executive leadership team, this role focuses upon stakeholder engagement, evidenced based evaluation, review of legislation and subsequently policy direction, the innovation roadmap and leadership of a tight knit group of professionals that anchor the organisations strategic outcomes. \xa0<br> <strong>\xa0</strong><br><strong>profile</strong><br> this position is both a strategic and hands on leadership role focused on delivering outcomes in line with the strategic plan for the agency.\xa0 it is essential to have experience working within the health sector. this could be a senior leadership capacity or as a consultant providing services. an understanding of the australian health policy framework would also be an advantage. a critical component of the role centres around aligning operational outcomes with the strategic direction. problem solving skills and a solution based approach are critical attributes.\xa0you will be an excellent communicator with an ability to manage and influence senior stakeholders including government and peak industry bodies. another key aspect of the role is the ability to engage with a wide range of stakeholders within government and the health sector.<br><br>to apply, or for more information, please contact simon meyer at futureyou on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:02%209195%202323"">02 9195 2323</a></div",159750.0,Other,Middle
